"Date","Price","Open","High","Low","Vol.","Change %"
"09/02/2012","1,740.50","1,693.40","1,745.40","1,687.60","674.06K","3.13%"
"08/26/2012","1,687.60","1,673.20","1,695.50","1,647.10","587.05K","0.88%"
"08/19/2012","1,672.90","1,618.50","1,677.50","1,611.80","596.41K","3.30%"
"08/12/2012","1,619.40","1,624.70","1,628.20","1,592.10","501.63K","-0.21%"
"08/05/2012","1,622.80","1,607.70","1,629.70","1,605.30","431.64K","0.84%"
"07/29/2012","1,609.30","1,627.50","1,631.60","1,586.30","677.94K","-0.54%"
"07/22/2012","1,618.00","1,581.60","1,628.60","1,562.00","899.35K","2.22%"
"07/15/2012","1,582.80","1,591.50","1,598.80","1,567.20","634.15K","-0.58%"
"07/08/2012","1,592.00","1,582.40","1,602.00","1,554.40","690.89K","0.83%"
"07/01/2012","1,578.90","1,599.60","1,625.70","1,576.40","545.38K","-1.58%"
"06/24/2012","1,604.20","1,572.60","1,607.80","1,547.60","664.23K","2.38%"
"06/17/2012","1,566.90","1,630.00","1,634.30","1,558.60","790.93K","-3.76%"
"06/10/2012","1,628.10","1,602.80","1,635.40","1,582.70","677.96K","2.31%"
"06/03/2012","1,591.40","1,626.80","1,642.40","1,556.40","829.45K","-1.89%"
"05/27/2012","1,622.10","1,573.60","1,632.00","1,532.10","1.02M","3.39%"
"05/20/2012","1,568.90","1,590.20","1,599.00","1,532.80","930.45K","-1.44%"
"05/13/2012","1,591.90","1,585.50","1,597.50","1,526.70","961.76K","0.50%"
"05/06/2012","1,584.00","1,643.30","1,644.00","1,572.00","810.01K","-3.72%"
"04/29/2012","1,645.20","1,663.00","1,672.30","1,626.80","647.25K","-1.18%"
"04/22/2012","1,664.80","1,642.80","1,668.40","1,623.60","626.82K","1.34%"
"04/15/2012","1,642.80","1,658.70","1,659.60","1,631.20","611.78K","-1.05%"
"04/08/2012","1,660.20","1,641.00","1,681.30","1,632.50","632.63K","1.85%"
"04/01/2012","1,630.10","1,671.50","1,685.40","1,613.00","596.00K","-2.50%"
"03/25/2012","1,671.90","1,662.20","1,696.90","1,646.70","839.10K","0.57%"
"03/18/2012","1,662.40","1,659.00","1,670.10","1,627.50","749.43K","0.40%"
"03/11/2012","1,655.80","1,715.00","1,717.40","1,634.70","982.61K","-3.25%"
"03/04/2012","1,711.50","1,712.40","1,718.00","1,663.40","916.40K","0.10%"
"02/26/2012","1,709.80","1,776.80","1,792.70","1,688.40","1.02M","-3.75%"
"02/19/2012","1,776.40","1,728.40","1,789.50","1,727.00","672.35K","2.93%"
"02/12/2012","1,725.90","1,727.40","1,739.20","1,706.70","676.22K","0.03%"
"02/05/2012","1,725.30","1,731.00","1,755.50","1,706.40","791.34K","-0.86%"
"01/29/2012","1,740.30","1,739.60","1,765.90","1,718.80","749.73K","0.47%"
"01/22/2012","1,732.20","1,665.20","1,739.80","1,649.20","910.96K","4.10%"
"01/15/2012","1,664.00","1,635.80","1,670.60","1,631.90","608.63K","2.04%"
"01/08/2012","1,630.80","1,617.70","1,662.90","1,605.70","771.69K","0.87%"
"01/02/2012","1,616.80","1,571.00","1,632.30","1,566.80","598.84K","3.19%"
"12/26/2011","1,566.80","1,609.20","1,609.20","1,523.90","387.70K","-2.44%"
"12/18/2011","1,606.00","1,603.50","1,643.70","1,585.50","484.80K","0.51%"
"12/11/2011","1,597.90","1,716.80","1,718.60","1,562.50","958.90K","-6.93%"
"12/04/2011","1,716.80","1,751.00","1,760.50","1,704.90","635.63K","-1.97%"
"11/27/2011","1,751.30","1,685.40","1,767.10","1,684.00","741.59K","3.89%"
"11/20/2011","1,685.70","1,725.10","1,727.40","1,667.10","705.02K","-2.28%"
"11/13/2011","1,725.10","1,789.40","1,797.60","1,711.00","770.79K","-3.52%"
"11/06/2011","1,788.10","1,756.10","1,804.40","1,736.60","725.36K","1.82%"
"10/30/2011","1,756.10","1,743.10","1,769.50","1,681.20","695.61K","0.51%"
"10/23/2011","1,747.20","1,643.00","1,754.00","1,636.60","721.07K","6.79%"
"10/16/2011","1,636.10","1,683.80","1,696.80","1,604.70","743.71K","-2.79%"
"10/09/2011","1,683.00","1,640.50","1,693.90","1,639.90","526.09K","2.89%"
"10/02/2011","1,635.80","1,625.10","1,681.50","1,596.60","750.81K","0.83%"
"09/25/2011","1,622.30","1,660.00","1,679.20","1,535.00","1.17M","-1.07%"
"09/18/2011","1,639.80","1,820.00","1,832.90","1,631.70","1.19M","-9.64%"
"09/11/2011","1,814.70","1,862.20","1,865.20","1,765.40","1.01M","-2.41%"
"09/04/2011","1,859.50","1,879.90","1,923.70","1,793.80","1.22M","-0.93%"
"08/28/2011","1,876.90","1,840.00","1,887.40","1,778.10","854.59K","4.43%"
"08/21/2011","1,797.30","1,862.90","1,917.90","1,705.40","1.71M","-2.96%"
"08/14/2011","1,852.20","1,747.10","1,881.40","1,730.80","938.31K","6.29%"
"08/07/2011","1,742.60","1,681.70","1,817.60","1,681.70","1.53M","5.50%"
"07/31/2011","1,651.80","1,622.20","1,684.90","1,608.20","1.06M","1.26%"
"07/24/2011","1,631.20","1,607.90","1,637.50","1,603.80","969.79K","1.85%"
"07/17/2011","1,601.50","1,594.30","1,610.70","1,581.10","835.28K","0.72%"
"07/10/2011","1,590.10","1,545.00","1,594.90","1,541.10","847.32K","3.15%"
"07/03/2011","1,541.60","1,486.80","1,546.00","1,486.20","557.19K","3.98%"
"06/26/2011","1,482.60","1,500.90","1,514.80","1,478.30","611.36K","-1.22%"
"06/19/2011","1,500.90","1,541.30","1,559.30","1,498.50","751.86K","-2.48%"
"06/12/2011","1,539.10","1,530.70","1,543.00","1,511.40","618.36K","0.65%"
"06/05/2011","1,529.20","1,544.50","1,555.00","1,526.70","563.75K","-0.86%"
"05/29/2011","1,542.40","1,538.10","1,551.60","1,520.40","573.27K","0.33%"
"05/22/2011","1,537.30","1,512.80","1,539.50","1,503.70","945.69K","1.88%"
"05/15/2011","1,508.90","1,494.60","1,515.80","1,471.10","818.90K","1.02%"
"05/08/2011","1,493.60","1,496.60","1,526.80","1,477.60","893.60K","0.13%"
"05/01/2011","1,491.60","1,566.80","1,577.40","1,462.50","1.26M","-4.16%"
"04/24/2011","1,556.40","1,510.70","1,569.80","1,492.00","780.06K","3.50%"
"04/17/2011","1,503.80","1,488.00","1,509.60","1,477.80","605.95K","1.20%"
"04/10/2011","1,486.00","1,476.30","1,489.10","1,445.00","745.75K","0.81%"
"04/03/2011","1,474.10","1,430.00","1,476.40","1,429.10","615.19K","3.16%"
"03/27/2011","1,428.90","1,428.50","1,441.00","1,410.10","769.47K","0.19%"
"03/20/2011","1,426.20","1,424.20","1,448.60","1,419.50","762.69K","0.71%"
"03/13/2011","1,416.10","1,421.90","1,433.50","1,380.70","752.19K","-0.40%"
"03/06/2011","1,421.80","1,435.00","1,445.70","1,403.00","802.30K","-0.48%"
"02/27/2011","1,428.60","1,411.20","1,441.00","1,405.20","789.60K","1.37%"
"02/20/2011","1,409.30","1,390.10","1,418.80","1,390.10","684.50K","1.49%"
"02/13/2011","1,388.60","1,358.20","1,392.60","1,354.40","558.06K","2.07%"
"02/06/2011","1,360.40","1,348.10","1,369.70","1,344.10","572.33K","0.85%"
"01/30/2011","1,349.00","1,338.80","1,361.00","1,323.60","742.87K","0.54%"
"01/23/2011","1,341.70","1,343.00","1,352.40","1,309.10","1.08M","0.05%"
"01/16/2011","1,341.00","1,361.20","1,378.90","1,337.00","706.67K","-1.43%"
"01/09/2011","1,360.50","1,369.80","1,392.90","1,354.60","820.89K","-0.61%"
"01/02/2011","1,368.90","1,420.40","1,424.40","1,352.70","888.51K","-3.69%"
"12/26/2010","1,421.40","1,378.90","1,422.00","1,372.70","334.98K","2.96%"
"12/19/2010","1,380.50","1,378.90","1,393.00","1,372.60","322.56K","0.09%"
"12/12/2010","1,379.20","1,385.00","1,408.90","1,361.60","683.04K","-0.41%"
"12/05/2010","1,384.90","1,415.10","1,432.50","1,372.10","828.87K","-1.51%"
"11/28/2010","1,406.20","1,365.00","1,417.00","1,354.50","812.30K","3.21%"
"11/21/2010","1,362.40","1,357.00","1,382.90","1,347.90","759.96K","0.75%"
"11/14/2010","1,352.30","1,371.00","1,376.60","1,329.00","1.03M","-0.97%"
"11/07/2010","1,365.50","1,397.00","1,424.30","1,359.30","1.25M","-2.30%"
"10/31/2010","1,397.70","1,359.70","1,398.70","1,325.50","983.63K","2.95%"
"10/24/2010","1,357.60","1,329.30","1,359.80","1,318.60","782.24K","2.45%"
"10/17/2010","1,325.10","1,371.00","1,375.60","1,315.60","905.81K","-3.42%"
"10/10/2010","1,372.00","1,348.90","1,388.10","1,341.10","806.57K","1.98%"
"10/03/2010","1,345.30","1,319.70","1,366.00","1,313.30","818.89K","2.09%"
"09/26/2010","1,317.80","1,299.20","1,322.00","1,276.20","681.74K","1.52%"
"09/19/2010","1,298.10","1,277.70","1,301.60","1,272.00","570.29K","1.61%"
"09/12/2010","1,277.50","1,247.30","1,284.40","1,242.30","549.68K","2.49%"
"09/05/2010","1,246.50","1,250.30","1,264.70","1,237.90","439.78K","-0.37%"
"08/29/2010","1,251.10","1,238.90","1,256.60","1,233.50","438.98K","1.07%"
"08/22/2010","1,237.90","1,229.20","1,246.00","1,211.70","465.60K","0.74%"
"08/15/2010","1,228.80","1,216.50","1,239.50","1,216.20","401.18K","1.00%"
"08/08/2010","1,216.60","1,206.30","1,219.80","1,192.50","485.94K","0.94%"
"08/01/2010","1,205.30","1,183.80","1,213.30","1,176.70","458.25K","1.81%"
"07/25/2010","1,183.90","1,188.00","1,194.80","1,155.60","868.54K","-0.33%"
"07/18/2010","1,187.80","1,193.70","1,203.90","1,175.10","682.78K","-0.03%"
